text;label
rt hadeuuuh kenapa jadi gaduh gini pilkada dki ya padahal pilkada serentak lalu aman aman saja;Non_HS
rt masyarakat transportasi jakarta dukung ahokdjarot ;Non_HS
saya sudah tidak tertarik melihat debat pilkada dki namun ada yang menarik salah satu cagub sering mengepalkan tangan pada saat menjelas;Non_HS
semangat terus maju terus di dalam tuhan god bless you more and forever bpk ahok dan family;Non_HS
selamat bertugas pak anis semoga jakarta menjadi lebih baik lagi;Non_HS
 selamat ya pak kami tunggu program terealisasi jangan kecewakan jakarta;Non_HS
saya selalu mendoakan yg terbaik untk bapak dan bapak juga mendapatkan banyak ucapan dari saudara di gaza palestina;Non_HS
selamat untk bpk atas kemenangannya semoga allah memberkahi disetiap langkah yg bapak ambil aminnn salamjari;Non_HS
rt mereka telah siap berikan yang terbaik di ajang debat terbuka;Non_HS
pak anies dan pak selamat ya sudah terpilih jd gubernur dan wagub jakarta;Non_HS
rt kejahatan perbankan yg di spin oleh tim ahy untuk kepentingan pilkada;Non_HS
rt agussylvi diprediksi maju di putaran kedua pilkada dki versi survey grp;Non_HS
rt alhamdulillah sambutan antusias warga di tiap blusukan pak ahok selalu real ngga ada settingan;Non_HS
sampai detik ini pak ahok masih harapan terbesar saya ;Non_HS
tuhan punya rencana yg indah buat pak ahok dan pak djarot;Non_HS
selamat dan terima kasih banyak untuk pak ahok dan pak djarot yg sudah menunjukan bahwa negara ini masih punya orang baik;Non_HS
terima kasih pak atas segala kebaikan untuk jakarta yang sudah kalian tancapkan di hati warga jakarta;Non_HS
pasti bapak anies sandi kemungkinan besar menang;Non_HS
terima kasih kepada pendukung kami percayalah tuhan tahu yang terbaik ;Non_HS
gubernur dan wakil gubernur terbaik yang pernah jakarta miliki;Non_HS
rt jelang akhir masa tugas plt gubernur dki akui kinerja ahok ;Non_HS
rt pendukung yang telah dibaiat tapi tak pilih agussylvi akan terima risikonya;Non_HS
mutiara tetap mutiara pak ahok djarot tuhan pny rencana yg lebih dahsyat utk bapak ber utk indonesia maju terus;Non_HS
tuhan percayakan hal yang lebih besar lagi kepada pak ahok selain hanya menjadi gubernur dki jakarta;Non_HS
i love you pak ahokaku hanya bisa berdoa semoga tuhan memberkati salam jari untuk pa ahok i love you;Non_HS
survei terbaru aniessandi melejit jauh tinggalkan ahokdjarot ;Non_HS
aku akui pak ahok itu tangguh sekali dan apa adanya;Non_HS
saya selalu mendukung dan berdoa untukmu ahokdjarot terimakasih;Non_HS
meski badj tak lagi menjadi pelayan rakyatkami selalu berdoa terbaik buat badja kami bangga pernah memiliki kalian;Non_HS
mudahhan pak ahok jadi nomor satu di indonesia;Non_HS
tps paslon pilkada dki akan dijaga ketat;Non_HS
saya bukan penduduk jakarta tapi saya kagum pada sosok ahok dan jarotallah memang punya rencana lainselamat pada beliau;Non_HS
pak anies tolong bongkar lagi masjid yg di bangun pak ahok di daan mogot;Non_HS
yang blm pada move on mending bsk piknik aja mumpung long weekend hehehe;Non_HS
semoga bapak bisa meneladani sosok bang yos gubernur jakarta yang sangat cinta ;Non_HS
pemimpin yg baik pemimpin yg mengerti akan jiwa pemuda lanjutkan pak ;Non_HS
kami disini mendulungmu untuk jakarta yg maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya;Non_HS
negara kita negara bhineka tunggal ika jadi ga liat pemimpin dengan agama ras budaya;Non_HS
pak kami disini mendulungmu untuk jakarta yg maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya;Non_HS
gw yakin suatu saat pasti pak akan ada patungnya sebagai tanda jasa entah itu di indo atau di madame tussaud;Non_HS
doa itu sebaiknya yg baik karena tuhan juga baik klo doa jelek jahat akan berbalik ke diri yg mendoakan loh;Non_HS
 jakarta tidak butuh kalian lagi tapi indonesia menunggu untuk pengabdian kalian;Non_HS
artikel saya untuk mas dari reklamasi penggusuran dp rupiah oke oce hingga figur pemersatu;Non_HS
 karena terbukti dan teruji dari segi kerjanyaahok untuk dki jakarta lebih baik kemudian ;Non_HS
ga tinggal di jakarta sih tp rumah ngotot banget dukung pak ;Non_HS
semangat pilkada untukmu pilihanmu dan untukku pilihanku ;Non_HS
tapi perbedaan vital di reklamasi sama perumahan justru gak bisa berkutik sama sekali;Non_HS
sabar dulu jgn tergesa nagih beliau belum dilantik baru bulan oktober nanti;Non_HS
pak knpa ngga mampir dulu ke tempat saya orangtua saya ngefans bgt;Non_HS
semoga lebih maju dengan adanya gubernur era baru;Non_HS
tetap di masyarakat jakarta dan selalu membuat jakarta lebih baikdan hasilnya pun sudah terbukti;Non_HS
saya sebagai masyarakat jakarta salut terhadap kepemimpinan pak ahok;Non_HS
semua sayang ahok saya berharap ahok bisa jadi presiden selanjutnya bersama pak jokowi;Non_HS
bukan lagi milik jakarta lagi ahok tapi milik kita untuk membangun jakarta lebih baik;Non_HS
pak ahok jadi cagub di bekasi aja ya pak bekasi mau dipimpin orang seperti bapak biar ada perubahan lebih baik ;Non_HS
kekalahan ahok adalah kemunduran peradaban di indonesia selamat datang radikalisme akal sehat sudah tidak ada dinegara ini;Non_HS
semangat pak ahok bapak sudah berjuang sekuat tenaga dan sudah berusaha melakukan yang terbaik terima kasih pak;Non_HS
terima kasih pak sudah mengabdi dijakarta dengan segudang permintaan warga;Non_HS
mungkin ada kata kata yang menyakitkan ya pak tapi semoga itu menjadi semangat untuk bapak kedepannya;Non_HS
walaupun bapak tidak menang tapi saya menikmati kerja keras bapak selama menjabat terima kasih untuk bapak ahok;Non_HS
miris ya pak ahoksukses slalu buat my idola pak ahok;Non_HS
gue lebih suka ahok bantuin jokowi ngurusin indonesia agar lebih cepet maju bukan hanya jakarta;Non_HS
pak kok saya pngn peluk bapak sambil bilang pak tetap semangat ya saya selalu mendoakan yg terbaik untuk bapak;Non_HS
aya bukan warga jakarta tp saya sering ke jakartasaya bangga jakarta pernah di pegang bapak jadi rapih pak sekarang;Non_HS
maka seyogyanya pilihanku karna terlihat pencerahan pd sistem birokrasi;Non_HS
pak ahok tetap menjadi gubenur dihatiku ;Non_HS
dari lahir di jakarta sampe detik ini baru gue liat kali pintu air manggarai bersih dari sampah ya pas jaman jokowi sampe ahok ;Non_HS
gpp kalah mungkin belom rejekinya ya pak bagi kami bapak tetap pemimpin yang jujur tetap berkarya nyata;Non_HS
selama tahun tinggal di jakarta baru tahun terakhir benarbenar terasa perubahan dan sadar kalau itu akitbat gubernurnya;Non_HS
aku cinta pak ahok terimakasih ya pak atas jasajasa dan kerja nyatanya selama tahun terakhir;Non_HS
tetap semangat pak ahok terimakasih atas semua yg anda berikan untuk jakarta sukses selalu buat pak ahok;Non_HS
pak ahok kita tetap mendukung apapun yang terjadi;Non_HS
terima kasih banyak buat kinerja keras dari pak ahok dan team selama memimpin dki jakarta tetap semangat selalu pak god bless bapak family;Non_HS
bapak ahok sosok yang saya banggakan terimakasih pak sudah merubah jakarta;Non_HS
semoga pak ahok selalu dlm lindungan tuhan saya sayang sama pak ahok pak ahok orang baik;Non_HS
terima kasih pak basuki sampai kapan pun sejarah akan mencatat bapak membawa perubahan bagi kami warga jakarta;Non_HS
lanjutkan perjuangan pak bapak orang baik pasti ditempatkan di tempat yg lebih baik juga;Non_HS
kau lah yang terhebat karna kau lah kami mendapat inspirasi dan pengalaman yang sangat berharga;Non_HS
buat pak ahok tetap berkarya pak masih ada kesempatan lebih baik di ;Non_HS
pak saya setuju kalo pak jadi gubenur karena kerja pak sangat bagus kerena kerja pak basuki tegas keluarga kami mendukung pak basuki;Non_HS
bapak tetap yg terbaik untuk jakartaterima kasih pak untuk semua yg bapak kerjakan selama ini semoga allah selalu meridhoi bapak dalam setiap langkah bapak;Non_HS
jabatan bukan hal penting yg terpenting bapak tetap orang terhebat di jakarta tentang kerja keras pak ahoksekali lagi terima kasih pak ahok;Non_HS
pak ahokwalau saya bukan warga dkisaya sangat sedih bapak tidak terpilih lg jd gubenur dki;Non_HS
hanya bpk lah gubernur satu satunya yg bisa membawa perubahan di jakartasemangat pak;Non_HS
pak ahok saya mempunyai ibu ibu saya selalu mendoakan pak ahok setiap waktu dan setiap pagi jam ibu saya sebenarnya kecewa dengan hasil pilkada;Non_HS
tapi kalah menang itu biasa kekuasaan ada di tangan tuhan asal bapak ahok tidak menjual iman pak ahok dengan jabatan;Non_HS
terimakasih banyak pak ahok dan djarot untuk kerja tulus dan kerasnya untuk jakarta;Non_HS
media asing menyorot hasil pilkada jakarta;Non_HS
ahok banyak belajar di pilkada dki;Non_HS
ini pelajaran yang dipetik ahok dari pilkada dki;Non_HS
ahok lupakan semua masalah kampanye dan pilkada;Non_HS
presiden percaya pilkada dki hasilkan pemimpin terbaik;Non_HS
kapolri pastikan pilkada dki berjalan lancar dan sejuk;Non_HS
pengamat pilkada dki panas karena parpol sulit disiplinkan massa;Non_HS
parpol pendukung ahokdjarot komitmen jaga pilkada damai;Non_HS
amankan pilkada dki polisi terapkan dua sistem pengamanan;Non_HS
tiga instansi keluarkan maklumat larangan mobilisasi massa di pilkada dki;Non_HS
ternyata baju yang dipakai ahok di debat pilkada yg saya tonton melalui metro tv sama dengan yang di tv one barusan saya cek;Non_HS
sebagai warga negara yang baik lo wajib ikut mensukseskan pilkada jakarta temukan performa berbeda debat pilkada pukul ;Non_HS
debat terakhir menentukan elektabilitas di pilkada dki putaran kedua;Non_HS
terima kasih bapak ahok dengan jasa bapak selalu membangun jakarta lebih baik lagi;Non_HS
salut banget sm pak ahok benar berjiwa kesatria langsung mengucapkan selamat ke pasangan anis dan sandi;Non_HS
keluarga sudah ke menggunakan hak pilihnya pagi ini jangan lupa bagi warga jakarta untuk datang ke tps sebelum jam siang;Non_HS
terima kasih telah membuat jakarta menjadi lebih baik pak tetap semangat;Non_HS
pada akhirnya orang jahat akan jatuh dan orang baik akan dibangkitkan;Non_HS
meski dijatuhkan berkali tuhan akan selalu mengangkat yg benar;Non_HS
rencana bapak yang di surga itu lebih indah yangg kita inginkan bapak ahok tetap semangat ya pak;Non_HS
pak basuki dan pak djarot tetap kuat didalam iman dan pengharapan;Non_HS
yakin bahwa ini bukan jalan yang terbaik untuk anda dari hanya sekedar gubernur dan wakil gubernur dki;Non_HS
masyarakat indonesia khusus dki melihat pemimpin itu bukan dilihat hasil kerjanya;Non_HS
kami sebagai rakyat indonesia yang bukan berasal dari dki turut mendoakan semoga pak basuki dan pak djarot tidak pernah lelah melayani kami dan tetap terus semangat;Non_HS
jangan padam untuk kemanusiaan ya pak saya mengenang semua hal manis yg telah bapak perjuangkan;Non_HS
saya doakan pak ahok dan tamengnya tidak kejang;Non_HS
tetap semangat pak ahok aku selalu dukung pak ahok djarot;Non_HS
pemenang debat pilkada dki malam ini adalah ira koesno;Non_HS
selamat buat pasangan no aniessandi pemenang versi quick count terima kasih buat ahokdjarot atas kerja luar biasa untuk jakarta;Non_HS
semangat pak ahok walaupun saya warga bandung tapi saya yakin pak ahok yg jadi juara;Non_HS
yg jelas kerja keras pasti dan jujur tetap pak ahok;Non_HS
maaf pak saya tidak bisa ikutan nyoblos ktp saya jakarta tapi saya skrg tinggal bandung saya hanya bisa berdoa;Non_HS
semoga ahokdjarot bisa terus melanjutkan visi misi nya untuk membangun kota jakarta agar lebih rapih bersih dan nyaman;Non_HS
dalam nama tuhan untuk jakarta yg lebih baik;Non_HS
semagat buat pak anies semoga selalu dalam rahmat tuhan yme;Non_HS
semua warga dki gunakan hak pilihmujangan takut kita smua warga yg punya hak dan sehat lahir batin;Non_HS
semoga tuhan memberikan seluruh masyarakat dki jakarta keadilan sesuai pemimpin yg benar demi rakyat amin;Non_HS
eks pendukung agussylvi di jakarta timur deklarasikan dukungan untuk ahokdjarot;Non_HS
ini pasti salah jokowi ahok dan kafirkafir ateis ;HS
 biar aja biar tai nya kena bapak lo itu ya loh tuh kan gak suka sm ahok jadi biar loh sm bpk loh sm ibu loh kena tai nya;HS
rt angin memporakporandakan basis pemenangan si penista agamacililitannya alloh ampuni kamin;HS
rt prestasi ahok nselain mjadi mafia koruptor n penista agama dirinya bhasil tenggelamkan jkt melalui congoran cebon;HS
ulama kompak nyatakan pilih ahok murtad;HS
kau pendikan tinggi tapi bodohgk ada larang bawa agamabiar orang islam yg di bayar ahok sadar gk jadi milih ahok gla;HS
 di tanah abang cina udah mulai resah dan stres gara si penista agama dan pilkada pasar jd sepi sepi sampai minggu lg ha ha;HS
 betul dan semua pihak yg menentang si cina kafir ahok akan di kriminalisasi oleh polisi dgn smua rekayasa hukum nya;HS
 saya ga habis pikir kenapa fanboy ahok bego bego ya pada ga ngerti sejarah gampang kejebak iklan maaf ya;HS
 lebih baik pilih ahok drpd pilih yg se iman tp koruptor dn munafik bodoh kau;HS
ahok si penghina al quran dan ulama ini selalu bersikap menjijikkan yaitu sok suci dan merasa paling benar ;HS
ayo umat islam yg pinter jgn percaya klo aksi tdk ada hubungannya dgn pilkada pihak ahy yg bayar anies yg untung uddude;HS
 mampuuuusssssss mpok silvy;HS
hidup china komunis ;HS
ini tuh kesalahan jokowi dan ahok si babi ateis ;HS
kalo ahok menang pilkada bikin video sex bareng anaknya dong tan ;HS
keluarga besar kami yang berdomisili di jakarta tidak pilih ahok suara ulama bulat ;HS
ketutunan cina dari luar kota dan pulau mulai kejakarta mau coblos ahok dengan ktp aspal dari kamboja;HS
rt china babi china malingn ;HS
rt masih mau memilih agussylvinanaknya sby dan keluarga koruptorn;HS
tangkap ahok dan klompok nya yg melakukan pemalsuan e ktp karna merupakan penghiyanat bagi bangsa dan negara;HS
tangkap ahok sekarang juga share jika setuju ;HS
sayang sekali bangsa ini paling jago kalau merasarasa yg mendukung pak ahok merasa paling benar yg mendukung mas anies merasa paling suci;HS
video ahok menghina agama kristen agama konyol ;HS
bukan hanya penista agama bagi jpu ahok pemecah belah bangsa ;HS
mbak sylviana please anda sehat ;HS
nomor sok tau lagi lansung di skak wkwkwk ;HS
rt ayoo jaga keutuhan nkri tangkap penista agama ;HS
 terlihat salah satu pendukung mafia koruptor dan penista agama para gerombolan banci titot lakukan bidikan ke arah;HS
tobat yuk sebelum terlambat biar gerombolan jil aja yg kita doakan konsisten bela kekafiran hingga akhir hayat ;HS
rt ya allah jika mereka menempuh cara curang utk memenangkan si penista agama engkau kirimkanlah malaikat maut utk menyelesu;HS
kebanyakan fitnah nih mpok silvy ;HS
fpi pendukung ahok kalah jumlah dengan izin allah kita gusur gubernur koruptor dan penista agama ;HS
 pemimpinnya gak punya akhlak yg baik penista agama ;HS
rt tapi twit begini asik lo kita jadi tau yang mana akunakun propenista agama akunakun buzzer yang kerjanya menghujat ;HS
 ahoker siap bela penista agama ;HS
rt sepertinya cucunya dajjal telah hadir;HS
mereka siang malam maki ulama kita nongkrongi medsos ulamanbela penista agama yg sombongnya minta ampun;HS
rt ada apa dengan mayoritas etnis china di dkinmengapa begitu solid mendukung penista agama islamnndendamntidak nasionalis;HS
mukanya mpo silvy asem bangett ngakak kena deh abis jahat sih ;HS
rt gara belain terdakwa penista agama jadi remek semua sukurin;HS
rt sekumpulan teman penista agamantdk ada empati buat korban banjir hanya koar memuji junjunganya ;HS
rt penjarakan penista agama atau turun ;HS
si penista agama jaga mulut aja gabisa apalagi jaga jkt;HS
ahok program paslon no ini programnya ngambang yaiyalah pakkk gak ada program diaa cma ada celaan ;HS
akui saja ahok dan djarot kalian gagal atasi banjirorang kena banjir anda sibuk sidang kasus penista agama;HS
rt iyaa ahog ngak pantes jadi pemimpin pantesnya penista agama dipenjarakan ;HS
rt overdosis membela penista agama ;HS
kaga masuk diakal kite kalo suara seorang penista agama yg dah dikutuk ame umat islam suara nye bisa tinggi emang sengaja ditinggiin tuh;HS
rt pantasan di pecat dr menteridata aj ngawur dan memkasakan betulhahaha ;HS
rt penjarakan ahoax penista agama atau jokowi turun ;HS
napa dibiarin tim si penista agama maen curang maren emang sengaja dibiarin biar ntar digaplok umat islam rame se jakarta tuh penista;HS
hahahahhahaa silvy ohh silvy cacingan amat loe ahhh wkwkwkwkwkk ;HS
rt ahok taik menfitnah emang lu tukang caci maki perempuannn asuuu ;HS
rt fakta di bilang fitnahn;HS
shame on you silvy ga malu fitnah tuh rasain pak ahok panas skak mat ;HS
bu silvi anti pns level rendah katanya ;HS
rt hanya orang islam yang bodoh dan goblok yang memilik ahok ;HS
 fitnah fpi pecah adalah ulah ahoker yg melihat elektabilitas ahok tinggal mereka kelojotan melihat muinumuhammadi;HS
norak banget iklan mantan mendikbud ini tambah gak respech inilah tenun kebangsaan yg dia maksudu ;HS
rt yg nebar kebencian itu ahok mbakmasa mbak gak tau sih sampai dia jadi terdakwa loh ;HS
pertanyaan dari bu sylvi gak mutu amat ;HS
huuu sylvi tak tahu apaapa asal ngoceh ;HS
sylvi keliatan bloonnya ;HS
rt ahoax penista agama kembali mengolok olok surat almaidah cc ;HS
 pemimpinnya gak punya akhlak yg baik penista agama;HS
 mati kau hok;HS
yg ga punya program bisanya cuma fitnah ciri orang yg demen ngambil kjp kontan ;HS
mpok silvi nyinyir melulu pertanyaan nya tapi sayang sesat maklum sih dese emakemak ;HS
rt hahaha jelas buat pilkada dasar polisi made in cina pelindung penista agama;HS
kurangnya pemberdayaan wanita dki jakarta bisa dilihat dari telaknya perbedaan warna muka dan warna tangan mpok sylvi ;HS
agus silvy tukang fitnah ;HS
 yaudah gus sini kalo ga sakit secara fisik daripada verbal gw gebukin lo rame;HS
keluarga kita gak ada yg maling coyy gak perlu trauma kaleeeee emang kluarga ente;HS
jg kaitkan jokowi dengan ahok kata johan budi kata kami sebab jokowi anjing sedangkan ahok babi ya jelas berbeda walaupun otaknya sama;HS
bajingan lu silvy ;HS
hasil akhir menyatakan melindungi ahok terdakwa penista agama ;HS
rt selepas banjir jakarta pendukung ahok mengganti narasi doa semua demi keuntungan sang penista agama;HS
tionghoa katanya kaya kok pada putus sekolah kebanyakan dugem;HS
gusur ahok demi indonesia teladan buruk pembangkangan hukum dan anti kemanusiaan di jakarta jgn tertular ke daerah ;HS
buat ahoker yang takut matinya gg disholatin tenang ada abu janda ust gadungan yg siap sholatin ahoker jokower;HS
mampuuss di tembak dalem banget silvyy lo urusin tuh dapurr gak punya program demennya nyerang terus ;HS
anjir baru kali ini lihat orang bego mau debat pilkada kerjanya nyerang karakter shame on you mpok silvy and agus ;HS
uang taipan tuh nanti dibayar dengan ratusan penggusuran biadab oleh ahok;HS
cina asu ;HS
ketika ngomong sylvi keliatan oke tapi begitu didebat ahok sylvi langsung kekuatan goblok;HS
jangankan banjir tuhan aja dilawan sama ahok tapi jakarta hari ini bukan banjir hanya genangan;HS
ada pemimpim pribumi knp pilih pemimpin impor yg g beradab tukang berbohong yuk pribumikan dki milik bangsa ind ;HS
karna dia ga punya program hanya modal bacot doang;HS
pendukung berarti dia bagian dr penista agama tersebut dukung gerakan ini ;HS
narkoba yg paling berbahaya adalah ilusi kesucian ahok sang penista;HS
 emang ahok siapa orang penting dia hanya penista agama;HS
cina mah duitnya dari hasil maling di indonesia di balikin lgi berkedok invest plus bawa gembel napi dari cina negeri nenek moyang ahok;HS
tangkap ahok skrng juga koruptor reklamasi jakarta dan penista agama islam;HS
keliatan banget bego nya mpok silvy and agus ;HS
yg ahokers klo gak seneng ama cuitan gw silahkan unfollow krn gw anti ahok si penista agama islam;HS
agama di nistakan ulama di lecehkan ini alasannya ;HS
rt cara serang ahok kafir galak;HS
 anjing ahokkaum babi lo bnyk bacotmnding duel sma gw;HS
ahok memang verbalnya keras pelampiasan dan pelarian karena kelelakiannya lunak;HS
yg maling itu kan china babi blbi korupsi nya triliunan termasuk si ahok korupsi triliun;HS
mimpi djan farid jakarta lebih islami dari aceh jika ahok terpilih itu ibarat babi merindukan halal;HS
 ridwal kamil memang hebat dan top nggak kaya ahok tukang penista agama dan koruptor;HS
 itulah si ahok kutil babi;HS
dasar si kutil babi ahok memang tukang bohong selain bohong ahok jg biasa menyalahkan yg lain menutupi kegagalan nya contoh soal banjir;HS
 si terdakwa penista agama alias si ahok babi jamban tuh yang morfotin uang rakyat jakarta;HS
omahoknyamana omkatanya si babi ahok bisa ngatasi banjirombabi jgn membual om;HS
kenapa anak babi jalan nya nundukkarena malu liat ulah bapak nya yang ngebelain ahok;HS
perilaku si babi ini memang benci dgn hal berbau islam cocok dgn ahok ;HS
 ahok si kutil babi kembali ke rumah lembang kenapa jakarta jadi banjir bud;HS
 orang cerdas dan pintar pilih orang imam dan mampu memimpin bisa sholatbisa ngajisantun sopantidak seperti babi kafir ahok;HS
teman ahok emank tai apalagi pemimpinnya kek babi ;HS
mana para babi ahok yg ngejek onta biar di injek ama onta;HS
 bukannya stigma babi itu milik tuhan elu si ahok kafir;HS
kampungan ya pendukung ahy ;HS
 udah lu jgn panik gitu ahok si kutil babi bakal tumbang kok di putaran kedua teruskan cuapcuap mu di sosmed gak ngaruh;HS
ahok tidak layak seperti manusia dia lebih tepat seperti babi yg tidak punya akal pikiran dan jiwa manusiawi;HS
 ahok btp basuki tai babi;HS
rt yg ada cacimaki penista agama tapi ternyata ketauan poligami ngumpet apa mau digituin saya sih ogah;HS
 iya trump memang penista agama atau anti islam emang hubungannya dgn anis apa;HS
 aseng koplo pembela si penista agama yg durjana nyuruh org lain ngaji;HS
 itulah kebodohan para penista agama sudah saatnya pilih pemimpin yg mengerjakan shalat waktu;HS
 pilih anis sandi doongjgn pilih si penista agama pemecah nkri;HS
 emang terdakwa penista agama salahnya dimana coba kl yg biasa bikin hoax metrotipu aman aja tuh dewan peres;HS
 pamor rk jadi seakan tak ada artinya jika parpol pengusungnya pendukung penista agama;HS
 si ahok pantasnya dinobatkan sbgai babi ngepret;HS
 yg salah itu mereka menulis terdakwa penista agamacoba klo ditulis baginda yang mulia pasti ga masalahcuih;HS
faktanya cina parasit tuh ngotot belain si penista agama ;HS
jokowi ratu adil apaan dia ga ada keturunan darah biruadanya darah kotor cina babi ;HS
rt keren nih apps kawal tps yuk gabung buat pastikan cagub terdakwa penista agama lebih cepat diantar kehabitatnya;HS
kalau lo gak tau apaapa ya jangan berkoar sembarangan dong keliatan banget kalau lo itu beneran bego ;HS
 ahmad dhani yang terhormat paling babi paling anjing aing kontol paling lonte tungu saat nya karier mu akan habis;HS
kang fakta hari inipartai pendukung si penista agama sangat dibenci rakyattermasuk rakyat jabar ;HS
plis jangan sok kecantikan selalu pacarin artis yang lagi meletek jijik gw liatnya;HS
paling mau muntah liat lagak nya jadi orang sok iye banget hoek;HS
 kalau boleh saya ngomong ingin saya katakan ahmad dhani monyet babi anjing tapi itu tidak boleh;HS
perempuan kaya lo mending mati aja deh jelek aja gausa sok jadi make up artist;HS
ahmad dhani itu borok sampah babi anjing saya adalah orang pertama yg sangat muak liat muka dhani dan saya berbangga;HS
lah emang sdh jelas si ahok terdakwa penista agama malu woy ;HS
keputusan erka hari ini harus kita hormati begitupun sebaliknya kami tidak akan memilih partai pendukung penista agama;HS
lupakan biarkan karam dg kapal munafiknya kita bangun jabar dg kapal yg bersih delete partai pendukung penista agama dari hati;HS
masalah dunia dan masalah nafsu ya kang kata kok bersayap kayak burung hantu ;HS
penista agama menjadi santri kehormatanyang kasih ini ke ahok otaknya perlu direparasidemi pulkada nama santri yg baik kailan jual belikan;HS
payah banget maju jabar pakai partai nasdem pendukung penista agama ente lagi butuh uang ya kang payah loe;HS
polisi yg jadi imam sholat ini adalah seorang penista agama bodoh berislam cuma ikutan copot kapolres jakbar ;HS
rt itulah kebodohan para penista agama sudah saatnya pilih pemimpin yg mengerjakan shalat waktu;HS
rt gak habis pikirnntinggal nunggu adzab allah nih negeri pemimpinnya sdh dzalim ;HS
sini lu kami enggak mau kampung kami didatangi sama penista agama ;HS
setuju sayaklau ahok dapat gelar santri kehormatan tapi santri kehormatan babi ;HS
senang dong ada yg fans mati sampai lupa kalau dia bego banget ;HS
 lo tuh babi anjing mampus kalah jatuh miskin deh ;HS
 si ahoak cina anjing kafir penista agama islam;HS
 aku katakan anjing kpd ahmad dani bolehaku katakan babi kpd ahmad dhani boleh;HS
 haha memaki untuk melawan mah harus drpd ditindas pemimpin munafik melindungi penista agama dll agama no islam taubat rot;HS
 pikiran anak bani kampret g beda jauh sma penista agama penfitnah penipu dan garong;HS
 itu yg cewe pake kerudung ngapain ya setiap kali konfrensi pers ada aja pencitraan islami kaliiii bwahaha;HS
 spt ahok dulu nasdem disusul dg cs nya yg mendukung paslon penista agama dan tukang caci maki tai tai ;HS
 kalo mecin jangan dijadiin cemilan mangkannya kang jadi begonya bego banget;HS
 cm didoain kalau saya mah ketemu si penista agama langsung saya ceburin laut yg direklamasi ijin sembunyi buat tumbal reklamasi;HS
 cabean bisa nya hanya bbmn facrbookn masalah politik mana tau doi tau nya berita sampah pencitraan;HS
ini manusia apa anjing matimatian rela jadi murtadz demi babi ahok kafir ;HS
ini semua berawal dari ahok jamban yg dibela aparat para kristen serta china kafir yang lain semakin berani menghi ;HS
kami lebih resah anda jd presiden hidup anda penuh drama dan pencitraan main ftv aja joko judulnya ;HS
mana bisa percya lagisdgkan induknya penista smp skrg lum ditahan tp malah dibela ;HS
mari seluruh muslim cyber army mulai skrg ganti semua sebutan ak menjadi terdakwa penista agama ;HS
orang islam lebih suka si hoax penista agama menjaga lisan dan tindakan dari halhal yang merusak hubungan ;HS
rt negeri para korup diasuh cino babi ;HS
rt hajar bleh hanya untuk bela ;HS
rt ada cebong gendheng ngamuk belain si homo penista agama hahaha ;HS
rt tolol itu banyak yg bela penista agama walau sudah tersangka;HS
orang punya saksi anjing dikasus babi tolol ;HS
si ahok kampret emang gak becus kerja pencitraan mlulu tuh si ahok kampret ;HS
sini lu kami enggak mau kampung kami didatangi sama penista agama ;HS
tanda kiamat x yak masih banyak aja orang muslim yg mengingkari alquran dan pilih penista agama ;HS
 sebab ahok sumber kekacauan politik ramaikan aski fight ;HS
 anies anda sadis topengmu terbuka lebar malam ini biar warga dki yg menilaiapa yg anda katakan adalah pengecut;HS
anies congornya aja gede realisasinya gak ada janji terus dari awal bisanya paling korupsi balik jadi dosen aja bangsat;HS
 hebatnya ahok masih mau salaman loh sm pak anies yang amat terhormat idih gw sih ogah;HS
 kalau untuk urusan bacot memang anis nya juaranyamemang kita bakal makan bacot di jakartahahapaslon yg aneh gede bacot doang;HS
 pak anies banyak omdo dulu waktu jd menteri terobosannya apa skrg ngomong ky sok jago bgt;HS
 si cina babi ahok bloon banget sok pinter banget lagi asal bukan ahok;HS
 lucu banget jawaban ahok gak nyambung ditanya apa di jawab apa kena skak mat d pertanyaan isu agama tdi dasar cina tolol hahaha;HS
 topeng anda hari ini fix terbuka anda sama dgn yg mendukung anda bau busuk;HS
 pak anies suka nyinyir suka memutar balik kan fakta ga punya program yg jelas bisanya jelekkan kinerja pak basuki;HS
babi iya memang si ahok gak jauh kayak babi;HS
si tengkuk babi sipit bangke agen dajjal mau jadi onta hahaha orang waras juga tau kasus ahok dipaksakan;HS
itu kan kata ahok kafirumat islam anti ahok karena ahok itu kafr ditambah ahok itu cina yg suka makan babi bir;HS
gw harus bilang babi ahok apa dong selain kafir gw hanya pengen gerombolannya babi ahok merasakan bagaiamana klo di anjingin bangsatin;HS
sibabi china sangat biadab memperlakukan kaum pribumi dan para jongon spt banser nu nusantara mendukung ketimpangan ini biadabnya mrk;HS
ahok kafir takut debat dengan rakyat asli pribumi nelayan dan para pakar reklamasi dari rakyat ahok kafir bencong;HS
nampaknya sudah satu paket penyokong cina babi pasti juga sokong lgbt;HS
kebiadaban ahok cina kafir anak rakyat kecil pribumi dan ibu islam semua digusur dari rumahnya serta kehidupannya;HS
tim ahok yg otak wc otak tumpul justru anies itu sdh komit sekali dgn pancasila ahok kafir sgt tdk bs berpancasila;HS
 pak anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini mjd agitatif dan licik semoga kalah kau anjing;HS
